video_id,title,author,lyrics
CsHiG-43Fzg,head over heels,tears for fears,"
<br>I wanted to be with you alone<br>And talk about the weather<br>But traditions I can trace<br>Against the child in your face<br>Won't escape my attention<br><br>You keep your distance with a system of touch<br>And gentle persuasion<br>I'm lost in admiration<br>Could I need you this much?<br>Oh, you're wasting my time<br>You're just—, just—, just wasting time<br><br>Something happens<br>And I'm head over heels<br>I never find out<br>'Til I'm head over heels<br>Something happens<br>And I'm head over heels<br>Ah, don't take my heart, don't break my heart<br>Don't—, don't—, don't throw it away<br><br>Throw it away<br>Throw it away<br><br>I made a fire, and watching it burn<br>Yeah, thought of your future<br>With one foot in the past<br>Now, just how long will it last?<br>Now, now, now, have you no ambitions?<br><br>(Mm, what's the matter with my)<br>My mother and my brothers used to breathe in clean air<br>(Nothing ever changes when you're acting your age)<br>And dreaming I'm a doctor<br>(Nothing gets done when you feel like a baby)<br>It's hard to be a man when there's a gun in your hand<br>(Nothing ever changes when you're acting your age)<br>Oh, I feel so<br><br>Something happens<br>And I'm head over heels<br>I never find out<br>'Til I'm head over heels<br>Something happens<br>And I'm head over heels<br>Ah, don't take my heart, don't break my heart<br>Don't—, don't—, don't throw it away<br><br>And this is my four-leaf clover<br>I'm on the line, one open mind<br>This is my four-leaf clover<br><br>La, la, la<br>In my mind's eye<br>La, la, la<br>One little boy, one little man<br>La, la, la<br>Funny how time flies<br>"
6RUIeX6UCT8,the boys of summer,don henley,"
<br>Nobody on the road<br>Nobody on the beach<br>I feel it in the air<br>The summer's out of reach<br>Empty lake, empty streets<br>The sun goes down alone<br>I'm driving by your house<br>Though I know you're not home<br><br>But I can see you-<br>Your brown skin shinin' in the sun<br>You got your hair combed back and your sunglasses on, baby<br>And I can tell you my love for you will still be strong<br>After the boys of summer have gone<br><br>I never will forget those nights<br>I wonder if it was a dream<br>Remember how you made me crazy?<br>Remember how I made you scream<br>Now I don't understand what happened to our love<br>But babe, I'm gonna get you back<br>I'm gonna show you what I'm made of<br><br>I can see you-<br>Your brown skin shinin' in the sun<br>I see you walking real slow and you're smilin' at everyone<br>I can tell you my love for you will still be strong<br>After the boys of summer have gone<br><br>Out on the road today, I saw a DEADHEAD sticker on a Cadillac<br>A little voice inside my head said, ""Don't look back. You can never look back""<br>I thought I knew what love was<br>What did I know?<br>Those days are gone forever<br>I should just let them go but-<br><br>I can see you-<br>Your brown skin shinin' in the sun<br>You got that top pulled down and that radio on, baby<br>And I can tell you my love for you will still be strong<br>After the boys of summer have gone<br><br>I can see you-<br>Your brown skin shinin' in the sun<br>You got that hair slicked back and those Wayfarers on, baby<br>I can tell you my love for you will still be strong<br>After the boys of summer have gone<br>"
CdqoNKCCt7A,don't you forget about me,simple minds,Error getting lyrics
r3Pr1_v7hsw,i want to know what love is,foreigner,"
<br>I gotta take a little time<br>A little time to think things over<br>I better read between the lines<br>In case I need it when I'm older<br><br>Now this mountain I must climb<br>Feels like a world upon my shoulders<br>Through the clouds I see love shine<br>It keeps me warm as life grows colder<br><br>In my life there's been heartache and pain<br>I don't know if I can face it again<br>Can't stop now, I've traveled so far<br>To change this lonely life<br><br>I wanna know what love is<br>I want you to show me<br>I wanna feel what love is<br>I know you can show me<br><br>I'm gonna take a little time<br>A little time to look around me<br>I've got nowhere left to hide<br>It looks like love has finally found me<br><br>In my life there's been heartache and pain<br>I don't know if I can face it again<br>I can't stop now, I've traveled so far<br>To change this lonely life<br><br>I wanna know what love is<br>I want you to show me<br>I wanna feel what love is<br>I know you can show me<br><br>I wanna know what love is<br>I want you to show me<br>And I wanna feel, I want to feel what love is<br>And I know, I know you can show me<br><br>Let's talk about love<br>I wanna know what love is, the love that you feel inside<br>I want you to show me, and I'm feeling so much love<br>I wanna feel what love is, no, you just cannot hide<br>I know you can show me, yeah<br><br>I wanna know what love is, let's talk about love<br>I want you to show me, I wanna feel it too<br>I wanna feel what love is, I want to feel it too<br>And I know and I know, I know you can show me<br>Show me love is real, yeah<br>I wanna know what love is...<br>"
2ssCL292DQA,hungry eyes,eric carmen,"
<br>I've been meaning to tell you<br>I've got this feeling that won't subside<br>I look at you and I fantasize<br>You're mine tonight<br><br>Now, I've got you in my sights<br>With these<br><br>Hungry eyes<br>One look at you and I can't disguise, I've got<br>Hungry eyes<br>I feel the magic between you and I<br><br>I wanna hold you<br>So, hear me out<br>I wanna show you what love's all about<br>Darling, tonight<br><br>Now, I've got you in my sights<br>With these<br><br>Hungry eyes<br>One look at you and I can't disguise, I've got<br>Hungry eyes<br>I feel the magic between you and I, I've got<br>Hungry eyes<br>Now, I've got you<br>In my sights<br>With the hungry eyes<br>Now, did I take you<br>By surprise?<br><br>I need you to see<br>This love was meant to be<br><br>I've got hungry eyes<br>One look at you and I can't disguise, I've got<br>Hungry eyes<br>I feel the magic between you and I, I've got<br>Hungry eyes<br>Now, I've got you<br>In my sights<br>With the hungry eyes<br>Now, did I take you<br>By surprise?<br>With my hungry eyes<br>I've got hungry eyes<br>Now, I've got you<br>In my sights<br>With my hungry eyes<br>Got you in my sights<br>Hungry eyes<br>"
s6TtwR2Dbjg,heaven,bryan adams,Error getting lyrics
n4RjJKxsamQ,wind of change,scorpions,Error getting lyrics
9jK-NcRmVcw,the final countdown,europe,Error getting lyrics
ltrMfT4Qz5Y,footloose,kenny loggins,Error getting lyrics
0UIB9Y4OFPs,pour some sugar on me,def leppard,Error getting lyrics
STG7w6h1IrM,i love rock 'n' roll,joan jett,Error getting lyrics
1Cw1ng75KP0,alone,heart,Error getting lyrics
KE5GGMhmo-M,what about love,heart,Error getting lyrics
tT4d1LQy4es,black velvet,alannah myles,Error getting lyrics
yCC_b5WHLX0,listen to your heart,roxette,Error getting lyrics
SRvCvsRp5ho,wanted dead or alive,bon jovi,Error getting lyrics
t4QK8RxCAwo,more than a feeling,boston,Error getting lyrics
P5ZJui3aPoQ,carry on wayward son,kansas,Error getting lyrics
PvezjDat48U,sweet emotion,aerosmith,Error getting lyrics
ySb1f9zWJkQ,cold as ice,foreigner,"
<br>You're as cold as ice<br>You're willing to sacrifice our love<br>You never take advice<br>Someday you'll pay the price, I know<br><br>I've seen it before<br>It happens all the time<br>You're closing the door<br>You leave the world behind<br><br>You're digging for gold<br>Yet throwing away<br>A fortune in feelings<br>But someday you'll pay<br><br>You're as cold as ice<br>You're willing to sacrifice our love<br>You want Paradise<br>But someday you'll pay the price<br>I know<br><br>I've seen it before<br>It happens all the time<br>You're closing the door<br>You leave the world behind<br>You're digging for gold<br>Yet throwing away<br>A fortune in feelings<br>But someday you'll pay<br><br>Cold as ice, you know that you are<br>Cold, (cold) as, (as) ice,<br>As cold as ice to me<br>(Cold, cold cold) (as, as, as) (ice)<br><br>(Ooh, ooh, ooh, cold as, cold as ice)<br>(You're as cold as icccce)<br>You're as cold as ice<br>(Cold as icccce),<br>Cold as ice I know<br>(You're as cold as icccce)<br>You're as cold as ice<br>(Cold as iccce)<br>Cold as ice I know<br>(You're as cold as icccce)<br>Oh yes I know<br>(Cold as icccce)<br>(You're as cold as icccce)<br>You're as cold as ice<br>(Cold as icccce)<br>Cold as ice I know<br>(You're as cold as icccce)<br>Oh, yes I know<br>(Cold as icccce)<br>"
baWTjg1QqS8,rock'n me,steve miller band,Error getting lyrics
egMWlD3fLJ8,born to be wild,steppenwolf,"
<br>Get your motor runnin'<br>Head out on the highway<br>Lookin' for adventure<br>And whatever comes our way<br>Yeah Darlin' go make it happen<br>Take the world in a love embrace<br>Fire all of your guns at once<br>And explode into space<br><br>I like smoke and lightning<br>Heavy metal thunder<br>Racin' with the wind<br>And the feelin' that I'm under<br>Yeah Darlin' go make it happen<br>Take the world in a love embrace<br>Fire all of your guns at once<br>And explode into space<br><br>Like a true nature's child<br>We were born, born to be wild<br>We can climb so high<br>I never wanna die<br><br>Born to be wild<br>Born to be wild<br><br>Get your motor runnin'<br>Head out on the highway<br>Lookin' for adventure<br>And whatever comes our way<br>Yeah Darlin' go make it happen<br>Take the world in a love embrace<br>Fire all of your guns at once<br>And explode into space<br><br>Like a true nature's child<br>We were born, born to be wild<br>We can climb so high<br>I never wanna die<br><br>Born to be wild<br>Born to be wild<br>"
iYYRH4apXDo,space oddity,david bowie,"
<br>Ground Control to Major Tom<br>Ground Control to Major Tom<br>Take your protein pills and put your helmet on<br><br>(Ten)<br>Ground Control<br>(Nine)<br>To Major Tom<br>(Eight, seven, six)<br>Commencing countdown<br>(Five)<br>Engines on<br>(Four, three, two)<br>Check ignition<br>(One)<br>And may God's love<br>(Lift-off)<br>Be with you<br><br>This is Ground Control to Major Tom<br>You've really made the grade<br>And the papers want to know whose shirts you wear<br>Now it's time to leave the capsule if you dare<br><br>This is Major Tom to Ground Control<br>I'm stepping through the door<br>And I'm floating in a most peculiar way<br>And the stars look very different today<br><br>For here am I sitting in a tin can<br>Far above the world<br>Planet Earth is blue<br>And there's nothing I can do<br><br>Though I'm past one hundred thousand miles<br>I'm feeling very still<br>And I think my spaceship knows which way to go<br>Tell my wife I love her very much<br>She knows<br><br>Ground Control to Major Tom<br>Your circuit's dead, there's something wrong<br>Can you hear me, Major Tom?<br>Can you hear me, Major Tom?<br>Can you hear me, Major Tom?<br>Can you he—<br><br>Here am I floating 'round my tin can<br>Far above the Moon<br>Planet Earth is blue<br>And there's nothing I can do<br>"
Lo2qQmj0_h4,you shook me all night long,ac/dc,"
<br>She was a fast machine, she kept her motor clean<br>She was the best damn woman that I ever seen<br>She had the sightless eyes, telling me no lies<br>Knocking me out with those American thighs<br>Taking more than her share, had me fighting for air<br>She told me to come, but I was already there<br>'Cause the walls start shaking, the Earth was quaking<br>My mind was aching, and we were making it<br><br>And you shook me all night long<br>Yeah, you shook me all night long<br><br>Working double-time on the seduction line<br>She's one of a kind, she's just a-mine all mine<br>Wanted no applause, just another course<br>Made a meal outta me, and come back for more<br>Had to cool me down to take another round<br>Now, I'm back in the ring to take another swing<br>That the walls were shaking, the Earth was quaking<br>My mind was aching, and we were making it<br><br>And you shook me all night long<br>Yeah, you shook me all night long<br>It knocked me out that<br>You shook me all night long<br>It had me shaking<br>And you shook me all night long<br>Yeah, you shook me<br>Well, you took me<br><br>You really took me and<br>You shook me all night long<br>Ah, you shook me all night long<br>Yeah, yeah, you shook me all night long<br>You really got me and you, shook me all night long<br>Yeah, you shook me<br>Yeah, you shook me<br>All night long<br>"
P3Y8OWkiUts,immigrant song,led zeppelin,"
<br>(2, 3, 4)<br><br>Ah! Ah!<br>We come from the land of the ice and snow<br>From the midnight sun where the hot springs flow<br><br>The hammer of the gods<br>Will drive our ships to new lands<br>To fight the horde, sing and cry<br>Valhalla, I am coming<br><br>On we sweep with threshing oar<br>Our only goal will be the western shore<br><br>Ah! Ah!<br>We come from the land of the ice and snow<br>From the midnight sun where the hot springs flow<br><br>How soft your fields so green<br>Can whisper tales of gore<br>Of how we calmed the tides of war<br>We are your overlords<br><br>On we sweep with threshing oar<br>Our only goal will be the western shore<br><br>So now you'd better stop<br>And rebuild all your ruins<br>For peace and trust can win the day<br>Despite of all your losing<br>"
DodDj1M9NBY,the power of love,huey lewis and the news,Error getting lyrics
NHvaD1rkIXU,i think we're alone now,tiffany,"
<br>Children behave<br>That's what they say when we're together<br>And watch how you play<br>They don't understand<br><br>And so we're running just as fast as we can<br>Holdin' on to one another's hand<br>Tryin' to get away into the night<br>And then you put your arms around me<br>And we tumble to the ground<br>And then you say<br><br>I think we're alone now<br>There doesn't seem to be anyone around<br>I think we're alone now<br>The beating of our hearts is the only sound<br><br>Look at the way<br>We gotta hide what we're doin'<br>'Cause what would they say<br>If they ever knew?<br><br>And so we're running just as fast as we can<br>Holdin' on to one another's hand<br>Tryin' to get away into the night<br>And then you put your arms around me<br>And we tumble to the ground<br>And then you say<br><br>I think we're alone now (alone now)<br>There doesn't seem to be anyone around<br>I think we're alone now (alone now)<br>The beating of our hearts is the only sound<br><br>I think we're alone now (alone now)<br>There doesn't seem to be anyone around<br>I think we're alone now<br>The beating of our hearts is the only sound<br><br>Running just as fast as we can<br>Holdin' on to one another's hand<br>Tryin' to get away into the night<br>And then you put your arms around me<br>And we tumble to the ground<br>And then you say<br><br>I think we're alone now<br>There doesn't seem to be anyone around<br>I think we're alone now<br>The beating of our hearts is the only sound<br><br>I think we're alone now<br>There doesn't seem to be anyone around<br>I think we're alone now<br>The beating of our hearts is the only sound<br><br>I think we're alone now (alone now)<br>There doesn't seem to be anyone around<br>I think we're alone now<br>The beating of our hearts is the only sound<br><br>I think we're alone now (alone now)<br>There doesn't seem to be anyone around<br>I think we're alone now (alone now)<br>The beating of our hearts is the only sound<br><br>I think we're alone now (alone now)<br>"
yLrF5j7up9Q,hungry like the wolf,duran duran,"
<br>Dark in the city, night is a wire<br>Steam in the subway, earth is afire<br>Do do do do do do do dodo dododo dodo<br><br>Woman, you want me, give me a sign<br>And catch my breathing even closer behind<br>Do do do do do do do dodo dododo dodo<br><br>In touch with the ground<br>I'm on the hunt down, I'm after you<br>Smell like I sound, I'm lost in a crowd<br>And I'm hungry like the wolf<br><br>Straddle the line in discord and rhyme<br>I'm on the hunt down, I'm after you<br>Mouth is alive with juices like wine<br>And I'm hungry like the wolf<br><br>Stalked in the forest, too close to hide<br>I'll be upon you by the moonlight side<br>Do do do do do do do dodo dododo dodo<br><br>High blood drumming on your skin, it's so tight<br>You feel my heat, I'm just a moment behind<br>Do do do do do do do dodo dododo dodo<br><br>In touch with the ground<br>I'm on the hunt down, I'm after you<br>Scent and a sound, I'm lost and I'm found<br>And I'm hungry like the wolf<br><br>Strut on a line, it's discord and rhyme<br>I howl and I whine, I'm after you<br>Mouth is alive, all running inside<br>And I'm hungry like the wolf<br><br>Hungry like the wolf<br>Hungry like the wolf<br>Hungry like the wolf<br><br>Burning the ground, I break from the crowd<br>I'm on the hunt down, I'm after you<br>I smell like I sound, I'm lost and I'm found<br>And I'm hungry like the wolf<br><br>Strut on a line, it's discord and rhyme<br>I'm on the hunt down, I'm after you<br>Mouth is alive with juices like wine<br>And I'm hungry like the wolf<br><br>Burning the ground, I break from the crowd<br>I'm on the hunt down, I'm after you<br>Scent and a sound, I'm lost and I'm found<br>And I'm hungry like the wolf<br><br>Strut on a line, it's discord and rhyme<br>I howl and I whine, I'm after you<br>Mouth is alive, all running inside<br>And I'm hungry like the wolf<br>"
129kuDCQtHs,dancing in the dark,bruce springsteen,"
<br>I get up in the evening<br>And I ain't got nothing to say<br>I come home in the morning<br>I go to bed feeling the same way<br>I ain't nothing but tired<br>Man, I'm just tired and bored with myself<br>Hey there baby, I could use just a little help<br><br>You can't start a fire<br>You can't start a fire without a spark<br>This gun's for hire<br>Even if we're just dancing in the dark<br><br>Message keeps getting clearer<br>Radio's on and I'm moving 'round the place<br>I check my look in the mirror<br>I wanna change my clothes, my hair, my face<br>Man, I ain't getting nowhere<br>I'm just living in a dump like this<br>There's something happening somewhere<br>Baby, I just know that there is<br><br>You can't start a fire<br>You can't start a fire without a spark<br>This gun's for hire<br>Even if we're just dancing in the dark<br><br>You sit around getting older<br>There's a joke here somewhere and it's on me<br>I'll shake this world off my shoulders<br>Come on, baby, the laugh's on me<br><br>Stay on the streets of this town<br>And they'll be carving you up all right<br>They say you gotta stay hungry<br>Hey, baby, I'm just about starving tonight<br>I'm dying for some action<br>I'm sick of sitting 'round here trying to write this book<br>I need a love reaction<br>Come on now, baby, gimme just one look<br><br>You can't start a fire<br>Sitting 'round crying over a broken heart<br>This gun's for hire<br>Even if we're just dancing in the dark<br>You can't start a fire<br>Worrying about your little world falling apart<br>This gun's for hire<br>Even if we're just dancing in the dark<br><br>Even if we're just dancing in the dark<br>Even if we're just dancing in the dark<br>Even if we're just dancing in the dark<br>Hey, baby<br>"
Hq5mVt-iozQ,holding out for a hero,bonnie tyler,"
<br>Where have all the good men gone<br>And where are all the gods?<br>Where's the street-wise Hercules<br>To fight the rising odds?<br><br>Isn't there a white knight upon a fiery steed?<br>Late at night I toss and I turn, I dream of what I need<br><br>I need a hero<br>I'm holding out for a hero 'til the end of the night<br>He's gotta be strong<br>And he's gotta be fast<br>And he's gotta be fresh from the fight<br>I need a hero<br>I'm holding out for a hero 'til the morning light<br>He's gotta be sure<br>And he's gotta be soon<br>And he's gotta be larger than life<br>Larger than life<br><br>Somewhere after midnight<br>In my wildest fantasy<br>Somewhere just beyond my reach<br>There's someone reaching back for me<br><br>Racing on the thunder and rising with the heat<br>It's gonna take a superman to sweep me off my feet<br><br>I need a hero<br>I'm holding out for a hero 'til the end of the night<br>He's gotta be strong<br>And he's gotta be fast<br>And he's gotta be fresh from the fight<br>I need a hero<br>I'm holding out for a hero 'til the morning light<br>He's gotta be sure<br>And he's gotta be soon<br>And he's gotta be larger than life<br><br>I need a hero<br>I'm holding out for a hero 'til the end of the night<br><br>Up where the mountains meet the heavens above<br>Out where the lightning splits the sea<br>I could swear that there's someone somewhere watching me<br><br>Through the wind and the chill and the rain<br>And the storm and the flood<br>I can feel his approach<br>Like the fire in my blood<br><br>Like the fire in my blood<br>Like the fire in my blood<br>Like the fire in my blood<br>Like the fire in my blood<br><br>I need a hero<br>I'm holding out for a hero 'til the end of the night<br>He's gotta be strong<br>And he's gotta be fast<br>And he's gotta be fresh from the fight<br>I need a hero<br>I'm holding out for a hero 'til the morning light<br>He's gotta be sure<br>And he's gotta be soon<br>And he's gotta be larger than life<br><br>I need a hero<br>I'm holding out for a hero 'til the end of the night<br>He's gotta be strong<br>And he's gotta be fast<br>And he's gotta be fresh from the fight<br>I need a hero<br>I'm holding out for a hero 'til the morning light<br>He's gotta be sure<br>And he's gotta be soon<br>And he's gotta be larger than life<br><br>I need a hero<br>I'm holding out for a hero 'til the end of the night<br>"
m3-hY-hlhBg,how will i know,whitney houston,Error getting lyrics
eH3giaIzONA,i wanna dance with somebody,whitney houston,Error getting lyrics
EErSKhC0CZs,you make my dreams,daryl hall & john oates,Error getting lyrics
hCuMWrfXG4E,uptown girl,billy joel,Error getting lyrics
nNEb2k_EmMg,gloria,laura branigan,Error getting lyrics
W8r-tXRLazs,video killed the radio star,the buggles,Error getting lyrics
qvYQ1TNbf2g,maniac,michael sembello,Error getting lyrics
eFTLKWw542g,we didn't start the fire,billy joel,Error getting lyrics
uPudE8nDog0,don't you want me,the human league,Error getting lyrics
TKWD4d1rnJ4,faith,george michael,Error getting lyrics
ZHwVBirqD2s,i'm still standing,elton john,Error getting lyrics
PGNiXGX2nLU,you spin me right round,dead or alive,Error getting lyrics
ILWSp0m9G2U,flashdance what a feeling,irene cara,Error getting lyrics
LPn0KFlbqX8,true colors,cyndi lauper,Error getting lyrics
6BODDyZRF6A,come on eileen,dexys midnight runners,Error getting lyrics
XZVpR3Pk-r8,tainted love,soft cell,Error getting lyrics
SwYN7mTi6HM,jump,van halen,Error getting lyrics
StKVS0eI85I,call me,blondie,Error getting lyrics
dQw4w9WgXcQ,never gonna give you up,rick astley,Error getting lyrics
pIgZ7gMze7A,wake me up before you go-go,wham!,Error getting lyrics
qeMFqkcPYcg,sweet dreams are made of this,eurythmics,Error getting lyrics
X2LTL8KgKv8,sunglasses at night,corey hart,"
<br>I wear my sunglasses at night<br>So I can, So I can<br>Watch you weave then breathe your story lines<br>And I wear my sunglasses at night<br>So I can, So I can<br>Keep track of the visions in my eyes<br><br>While, she's deceiving me, <br>It cuts my security (has)<br>she got control of me<br>I turn to her and say<br><br>Don't switch the blade on the guy in shades; oh no<br>Don't masquerade with the guy in shades;<br>(oh no) (I can't believe it)<br>You got it made with the guy in shades; oh no<br><br>I wear my sunglasses at night<br>So I can, So I can<br>Forget my name while you collect your claim<br>And I wear my sunglasses at night<br>So I can, So I can<br>See the light that's right before my eyes<br><br>While she's deceiving me, <br>she cuts my security (has)<br>She got control of me<br>I turn to her and say<br><br>Don't switch the blade on the guy in shades (oh no)<br>Don't masquerade with the guy in shades<br>(oh no) (I can't believe it)<br>(cuz) You got it made with the guy in shades (oh no)<br><br>While she's deceiving me, <br>she cuts my security (has)<br>She got control of me<br>I turn to her and say<br><br>Don't switch the blade on the guy in shades (oh no)<br>Don't masquerade with the guy in shades<br>(oh no) (I can't believe it)<br>don't be afraid of the guy in shades<br>(oh No) (It can't escape you)<br>(cus) You got it made with the guy in shades (oh no)<br><br>I said<br>I wear my sunglasses at night<br>I wear my sunglasses at night<br>I wear my sunglasses at night<br><br>I say to ya now<br>I wear my sunglasses at night<br>I wear my sunglasses at night<br>I wear my sunglasses at night<br><br>I cry to you<br>I wear my sunglasses at night<br>I wear my sunglasses at night<br>"
nKhN1t_7PEY,broken wings,mr. mister,"
<br>Baby, don't understand<br>Why we can't just hold on to each others' hands<br>This time might be the last, I fear<br>Unless I make it all too clear<br>I need you so, ohh<br><br>Take these broken wings<br>And learn to fly again<br>Learn to live so free<br>When we hear the voices sing<br>The book of love will open up and let us in<br>Take these broken wings<br><br>Baby, I think tonight<br>We can take what was wrong and make it right, mmm<br>Baby, it's all I know<br>That you're half of the flesh<br>And blood that makes me whole<br>I need you so<br><br>So take these broken wings<br>And learn to fly again<br>Learn to live so free<br>And when we hear the voices sing<br>The book of love will open up and let us in<br><br>Take these broken wings<br>You've got to learn to fly<br>Learn to live and love so free<br>And when we hear the voices sing<br>The book of love will open up and let us in, yeah, yeah<br><br>Let us in<br>Let us in<br><br>Baby, it's all I know<br>That you're half of the flesh<br>And blood that makes me whole<br>Yeah yeah yeah, yeah yeah<br><br>So take these broken wings<br>And learn to fly again<br>Learn to live so free<br>And when we hear the voices sing<br>The book of love will open up and let us in<br><br>Take these broken wings<br>You've got to learn to fly<br>Learn to live and love so free<br>And when we hear the voices sing<br>The book of love will open up for us and let us in, yeah yeah<br>Yeah yeah<br>Ooh<br>"
hlDgJh4ZsQM,time of my life,dirty dancing,Error getting lyrics
oNjQXmoxiQ8,forever young,alphaville,"
<br>Let's dance in style, let's dance for a while<br>Heaven can wait, we're only watching the skies<br>Hoping for the best but expecting the worst<br>Are you gonna drop the bomb or not?<br><br>Let us die young or let us live forever<br>We don't have the power but we never say never<br>Sitting in a sandpit, life is a short trip<br>The music's for the sad men<br><br>Can you imagine when this race is won<br>Turn our golden faces into the sun<br>Praising our leaders, we're getting in tune<br>The music's played by the, the mad men<br><br>Forever young, I want to be forever young<br>Do you really want to live forever, forever and ever?<br>Forever young, I want to be forever young<br>Do you really want to live forever? Forever young<br><br>Some are like water, some are like the heat<br>Some are a melody and some are the beat<br>Sooner or later, they all will be gone<br>Why don't they stay young?<br><br>It's so hard to get old without a cause<br>I don't want to perish like a fading horse<br>Youth's like diamonds in the sun<br>And diamonds are forever<br><br>So many adventures couldn't happen today<br>So many songs we forgot to play<br>So many dreams swinging out of the blue<br>We let them come true<br><br>Forever young, I want to be forever young<br>Do you really want to live forever, forever and ever?<br>Forever young, I want to be forever young<br>Do you really want to live forever, forever and ever?<br><br>Forever young, I want to be forever young<br>Do you really want to live forever?<br>"
WjN2icktruo,time after time,cyndi lauper,"
<br>Lying in my bed, I hear the clock tick and think of you<br>Caught up in circles, confusion is nothing new<br>Flashback, warm nights almost left behind<br>Suitcase of memories, time after...<br><br>Sometimes you picture me, I'm walking too far ahead<br>You're calling to me, I can't hear what you've said<br>Then you say, ""Go slow"", I fall behind<br>The second hand unwinds<br><br>If you're lost, you can look and you will find me<br>Time after time<br>If you fall, I will catch you, I'll be waiting<br>Time after time<br><br>If you're lost, you can look and you will find me<br>Time after time<br>If you fall, I will catch you, I'll be waiting (I will be waiting)<br>Time after time<br><br>After my picture fades and darkness has turned to gray<br>Watching through windows, you're wondering if I'm OK<br>Secrets stolen from deep inside<br>The drum beats out of time<br><br>If you're lost, you can look and you will find me<br>Time after time<br>If you fall, I will catch you, I'll be waiting<br>Time after time<br><br>You said, ""Go slow"", I fall behind<br>The second hand unwinds<br><br>If you're lost, you can look and you will find me<br>Time after time<br>If you fall, I will catch you, I'll be waiting<br>Time after time<br><br>If you're lost, you can look and you will find me<br>Time after time<br>If you fall, I will catch you, I'll be waiting (I will be waiting)<br>Time after time<br><br>Time after time<br>Time after time<br>Time after time<br>Time after time<br>Time after time<br>Time after time<br>Time after time<br>Time after time<br>Time after time<br>Time after time<br>"
S_E2EHVxNAE,right here waiting,richard marx,"
<br>Oceans apart, day after day<br>And I slowly go insane<br>I hear your voice on the line<br>But it doesn't stop the pain<br><br>If I see you next to never<br>How can we say forever?<br><br>Wherever you go, whatever you do<br>I will be right here waiting for you<br>Whatever it takes or how my heart breaks<br>I will be right here waiting for you<br><br>I took for granted, all the times<br>That I thought would last somehow<br>I hear the laughter, I taste the tears<br>But I can't get near you now<br><br>Oh, can't you see it, baby<br>You've got me going crazy<br><br>Wherever you go, whatever you do<br>I will be right here waiting for you<br>Whatever it takes or how my heart breaks<br>I will be right here waiting for you<br><br>I wonder how we can survive<br>This romance<br>But in the end if I'm with you<br>I'll take the chance<br><br>Oh, can't you see it, baby<br>You've got me going crazy<br><br>Wherever you go, whatever you do<br>I will be right here waiting for you<br>Whatever it takes or how my heart breaks<br>I will be right here waiting for you<br>Waiting for you<br>"
mh8MIp2FOhc,i'll be there for you,bon jovi,"
<br>I guess this time you're really leaving<br>I heard your suitcase say goodbye<br>Well, as my broken heart lies bleeding<br>You say true love is suicide<br>You say you've cried a thousand rivers<br>And now you're swimming for the shore<br>You left me drowning in my tears<br>And you won't save me anymore<br>I'm praying to God you'll give me one more chance, girl<br><br>I'll be there for you, these five words I swear to you<br>When you breathe, I want to be the air for you, I'll be there for you<br>I'd live and I'd die for you, I'd steal the sun from the sky for you<br>Words can't say what love can do, I'll be there for you<br><br>I know you know we've had some good times<br>Now they have their own hiding place<br>Well, I can promise you tomorrow<br>But I can't buy back yesterday<br>And, baby, you know my hands are dirty<br>(And baby, you know my hands are dirty)<br>But I wanted to be your Valentine<br>I'll be the water when you get thirsty, baby<br>When you get drunk, I'll be the wine<br><br>I'll be there for you, these five words I swear to you<br>When you breathe I want to be the air for you, I'll be there for you<br>I'd live and I'd die for you, I'd steal the sun from the sky for you<br>Words can't say what love can do, I'll be there for you<br><br>And I wasn't there when you were happy<br>(And I wasn't there to make you happy)<br>I wasn't there when you were down<br>I didn't mean to miss your birthday, baby<br>I wish I'd seen you blow those candles out<br><br>I'll be there for you, these five words I swear to you<br>When you breathe I want to be the air for you, I'll be there for you<br>I'd live and I'd die for you, I'd steal the sun from the sky for you<br>Words can't say what love can do, I'll be there for<br><br>I'll be there for you, these five words I swear to you<br>When you breathe I want to be the air for you, I'll be there for you<br>I'd live and I'd die for you, steal the sun from the sky for you<br>Words can't say what love can do, I'll be there for you<br>"
iIpfWORQWhU,i ran,a flock of seagulls,Error getting lyrics
txzq7QyIp3g,time for me to fly,reo speedwagon,"
<br>I've been around for you<br>I've been up and down for you<br>But I just can't get any relief<br>I've swallowed my pride for you<br>I've lived and lied for you<br>But you still make me feel like a thief<br>You got me stealin' your love away<br>'Cause you never give it<br>Peeling the years away<br>And we can't relive it<br>I make you laugh<br>And you make me cry<br>I believe it's time for me to fly<br><br>You said we'd work it out<br>You said that you had no doubt<br>That deep down we were really in love<br>Oh, but I'm tired of holding on<br>To a feeling I know is gone<br>I do believe that I've had enough<br><br>I've had enough of the falseness<br>Of a worn out relation<br>Enough of the jealousy<br>And the intoleration<br>I make you laugh<br>And you make me cry<br>I believe it's time for me to fly<br><br>[Refrain:]<br>Time for me to fly<br>Oh, I've got to set myself free<br>Time for me to fly<br>And that's just how it's got to be<br>I know it hurts to say goodbye<br>But it's time for me to fly<br><br>Oh, don't you know it's...<br>[Refrain]<br><br>It's time for me to fly<br>[Repeat to end]<br>"
